FS;country_name;country_code;year;supra_reg;fishing_tech;vessel_length;geo_indicator;cluster_name;fs_name;variable_group;variable_name;variable_code;value;unit;fromtable;framework;template_name;gear;fishery
ESP_HOK_VL0624;Spain;ESP;2012;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;PS;VL0006;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;PS;VL0612;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PMP;VL1218;NGI;NA;ESP MBS PMP1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2013;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2013;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL0006;NGI;NA;ESP MBS PGP0006 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL2440;Spain;ESP;2013;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1218;Spain;ESP;2013;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1824;Spain;ESP;2013;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL0612;NGI;NA;ESP MBS PGP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL1218;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PGP;VL2440;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2014;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2014;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2014;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL2440;Spain;ESP;2014;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1218;Spain;ESP;2014;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1824;Spain;ESP;2014;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL0612;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL1218;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL1824;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PGP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL0612;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL1218;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL1824;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;HOK;VL2440;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2015;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2015;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2015;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PMP;VL1218;NGI;NA;ESP MBS PMP1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL2440;Spain;ESP;2015;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1218;Spain;ESP;2015;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1824;Spain;ESP;2015;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;DRB;VL1218;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;FPO;VL0612;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL1218;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL1824;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;HOK;VL2440;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL0612;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL1218;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL1824;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2015;AREA37;HOK;VL2440;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2016;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2016;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_PGP_VL0018;Spain;ESP;2016;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL2440;Spain;ESP;2016;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1218;Spain;ESP;2016;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1824;Spain;ESP;2016;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;FPO;VL0612;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL1218;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL1824;NGI;AREA37HOKVL1218;ESP MBS HOK1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PMP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL0612;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL1218;NGI;MBSHOKVL1218LLD;ESP MBS HOK1218 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL1824;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL2440;Spain;ESP;2008;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;DFN;VL1824;NGI;AREA37DFNVL1218;ESP MBS DFN1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;DTS;VL0006;NGI;AREA37DTSVL0612;ESP MBS DTS0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2012;AREA37;DTS;VL0612;NGI;AREA37DTSVL0612;ESP MBS DTS0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2012;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2012;AREA37;HOK;VL2440;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;FPO;VL0612;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2013;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2013;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2013;AREA37;HOK;VL2440;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2016;AREA37;HOK;VL2440;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2011;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2008;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1218;Spain;ESP;2008;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL1824;Spain;ESP;2008;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;HOK;VL2440;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2008;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_HOK_VL0624;Spain;ESP;2009;AREA37;HOK;VL1824;NGI;NA;ESP MBS HOK1824 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
;Spain;ESP;2009;AREA37;HOK;VL2440;NGI;NA;ESP MBS HOK2440 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
ESP_DTS_VL0612;Spain;ESP;2009;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;NA;NA;NA;NA;NA;map_fs;NA;NA;NA;NA
